Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,HomePlanet,Destination,VIP,CryoSleep,Transported,cabin_group,cabin_number,cabin_side,passenger_group_size,RoomService_customer,FoodCourt_customer,ShoppingMall_customer,Spa_customer,VRDeck_customer
0.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,0,P,2,False,False,False,False,False
14.0,412.0,0.0,1.0,0.0,679.0,Earth,55 Cancri e,False,False,False,F,6,P,2,True,False,True,False,True
1.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,E,0,S,6,False,False,False,False,False
49.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,False,E,0,S,6,False,False,False,False,False
29.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,False,E,0,S,6,False,False,False,False,False
10.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,E,0,S,6,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,E,0,S,6,False,False,False,False,False
7.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,False,E,0,S,6,False,False,False,False,False
21.0,980.0,2.0,69.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,D,0,P,1,True,True,True,False,False
62.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,C,2,S,1,False,False,False,False,False
15.0,0.0,225.0,0.0,998.0,0.0,Earth,TRAPPIST-1e,False,False,False,F,6,S,1,False,True,False,True,False
34.0,22.0,6073.0,0.0,1438.0,328.0,Europa,55 Cancri e,False,False,False,C,0,P,1,True,True,False,True,True
43.0,1125.0,0.0,136.0,48.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,8,P,1,True,False,True,True,False
32.0,0.0,850.0,81.0,437.0,453.0,Earth,TRAPPIST-1e,False,False,False,G,4,S,1,False,True,True,True,True
47.0,214.0,0.0,1411.0,0.0,1229.0,Mars,TRAPPIST-1e,False,False,True,F,9,P,3,True,False,True,False,True
2.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,9,P,3,False,False,False,False,False
20.0,0.0,0.0,1750.0,990.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,9,P,3,False,False,True,True,False
28.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,D,1,S,1,False,False,False,False,False
23.0,784.0,964.0,0.0,951.0,0.0,Mars,55 Cancri e,False,False,False,D,1,P,1,True,True,False,True,False
15.0,0.0,492.0,48.0,20.0,401.0,Earth,55 Cancri e,False,False,False,F,8,S,1,False,True,True,True,True
20.0,554.0,195.0,0.0,2606.0,0.0,Earth,55 Cancri e,False,False,False,F,10,S,1,True,True,False,True,False
30.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,False,G,1,P,1,False,False,False,False,False
17.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,2,P,1,False,False,False,False,False
45.0,0.0,164.0,45.0,2511.0,855.0,Europa,TRAPPIST-1e,False,False,False,B,3,P,1,False,True,True,True,True
55.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,3,P,3,False,False,False,False,False
4.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,True,G,3,P,3,False,False,False,False,False
21.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,3,P,3,False,False,False,False,False
21.0,970.0,0.0,180.0,0.0,64.0,Mars,TRAPPIST-1e,False,False,False,F,10,P,2,True,False,True,False,True
19.0,0.0,0.0,0.0,0.0,0.0,Mars,unknown,False,True,True,F,10,P,2,False,False,False,False,False
35.0,790.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,False,False,E,1,S,1,True,False,False,False,False
56.0,0.0,112.0,0.0,1379.0,127.0,Earth,TRAPPIST-1e,False,False,False,E,2,S,1,False,True,False,True,True
27.0,4.0,0.0,2.0,4683.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,6,S,1,True,False,True,True,False
25.0,0.0,0.0,1938.0,0.0,1.0,Earth,TRAPPIST-1e,False,False,True,F,11,S,1,False,False,True,False,True
2.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,False,True,A,1,S,3,False,False,False,False,False
38.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,A,1,S,3,False,False,False,False,False
27.0,279.0,605.0,3374.0,286.0,3.0,Europa,TRAPPIST-1e,False,False,True,A,1,S,3,True,True,True,True,True
36.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,G,7,S,1,False,False,False,False,False
22.0,45.0,1096.0,148.0,1377.0,1.0,Earth,TRAPPIST-1e,False,False,False,F,12,S,1,True,True,True,True,True
62.0,0.0,592.0,0.0,17.0,25.0,Earth,TRAPPIST-1e,False,False,False,F,13,S,1,False,True,False,True,True
15.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,14,S,2,False,False,False,False,False
33.0,0.0,0.0,0.0,0.0,0.0,unknown,TRAPPIST-1e,False,True,True,E,3,S,2,False,False,False,False,False
62.0,1.0,153.0,197.0,0.0,460.0,Earth,TRAPPIST-1e,False,False,False,G,6,P,1,True,True,True,False,True
0.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,10,S,3,False,False,False,False,False
18.0,1.0,258.0,446.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,10,S,3,True,True,True,False,False
21.0,1946.0,37.0,0.0,0.0,24.0,Earth,55 Cancri e,False,False,False,F,15,S,3,True,True,False,False,True
27.0,793.0,0.0,2.0,253.0,0.0,Mars,TRAPPIST-1e,False,False,False,E,4,S,1,True,False,True,True,False
42.0,887.0,0.0,9.0,6.0,0.0,Earth,TRAPPIST-1e,False,False,True,F,16,S,1,True,False,True,True,False
19.0,190.0,0.0,5.0,1.0,726.0,Earth,TRAPPIST-1e,False,False,False,F,13,P,1,True,False,True,True,True
17.0,16.0,2165.0,0.0,0.0,52.0,Earth,TRAPPIST-1e,False,False,False,F,14,P,1,True,True,False,False,True
14.0,0.0,1.0,0.0,0.0,1063.0,Earth,TRAPPIST-1e,False,False,False,F,17,S,1,False,True,False,False,True
37.0,46.0,83.0,738.0,0.0,12.0,Mars,PSO J318.5-22,False,False,False,D,3,P,1,True,True,True,False,True
42.0,1.0,8397.0,0.0,0.0,506.0,Europa,TRAPPIST-1e,False,False,True,C,3,S,1,True,True,False,False,True
27.0,147.0,0.0,1018.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,18,S,1,True,False,True,False,False
28.0,14.0,0.0,1295.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,15,P,1,True,False,True,False,False
38.0,0.0,5840.0,0.0,321.0,9654.0,Europa,TRAPPIST-1e,False,False,False,C,4,S,1,False,True,False,True,True
13.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,13,S,1,False,False,False,False,False
42.0,7406.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,16,P,3,True,False,False,False,False
2.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,16,P,3,False,False,False,False,False
8.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,16,P,3,False,False,False,False,False
24.0,688.0,0.0,0.0,0.0,17.0,Earth,TRAPPIST-1e,False,False,True,G,14,S,1,True,False,False,False,True
40.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,C,5,S,1,False,False,False,False,False
43.0,211.0,0.0,0.0,638.0,513.0,Earth,TRAPPIST-1e,False,False,False,F,17,P,1,True,False,False,True,True
45.0,0.0,0.0,0.0,0.0,0.0,Mars,PSO J318.5-22,False,True,True,E,5,S,1,False,False,False,False,False
35.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,15,S,1,False,False,False,False,False
26.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,16,S,2,False,False,False,False,False
27.0,1.0,697.0,31.0,188.0,0.0,Earth,TRAPPIST-1e,False,False,False,F,20,S,2,True,True,True,True,False
19.0,0.0,0.0,670.0,1.0,34.0,Earth,TRAPPIST-1e,False,False,False,G,9,P,3,False,False,True,True,True
0.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,9,P,3,False,False,False,False,False
3.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,9,P,3,False,False,False,False,False
54.0,0.0,1208.0,0.0,3.0,637.0,Europa,TRAPPIST-1e,False,False,False,A,2,S,1,False,True,False,True,True
26.0,0.0,856.0,5.0,32.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,11,P,2,False,True,True,True,False
26.0,0.0,2811.0,957.0,0.0,87.0,Earth,TRAPPIST-1e,False,False,True,G,11,P,2,False,True,True,False,True
23.0,311.0,427.0,526.0,37.0,0.0,Earth,PSO J318.5-22,False,False,False,F,19,P,1,True,True,True,True,False
31.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,G,734,S,1,False,False,False,False,False
18.0,0.0,0.0,0.0,830.0,91.0,Earth,TRAPPIST-1e,False,False,False,F,23,S,1,False,False,False,True,True
24.0,0.0,0.0,0.0,0.0,17.0,Earth,TRAPPIST-1e,False,False,True,F,24,S,3,False,False,False,False,True
9.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,True,G,18,S,3,False,False,False,False,False
6.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,18,S,3,False,False,False,False,False
21.0,1743.0,5.0,17.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,D,2,S,1,True,True,True,False,False
23.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,19,S,3,False,False,False,False,False
31.0,562.0,0.0,326.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,19,S,3,True,False,True,False,False
0.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,19,S,3,False,False,False,False,False
32.0,0.0,410.0,6.0,3929.0,764.0,Europa,TRAPPIST-1e,False,False,False,G,734,S,3,False,True,True,True,True
42.0,2209.0,11418.0,0.0,1868.0,445.0,Europa,TRAPPIST-1e,False,False,True,B,5,P,3,True,True,False,True,True
28.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,B,5,P,3,False,False,False,False,False
29.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,E,6,S,1,False,False,False,False,False
48.0,0.0,2537.0,87.0,17.0,13.0,Europa,55 Cancri e,True,False,True,B,1,S,1,False,True,True,True,True
64.0,0.0,0.0,804.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,F,23,P,1,False,False,True,False,False
27.0,82.0,157.0,429.0,238.0,1.0,Earth,TRAPPIST-1e,False,False,False,G,20,S,1,True,True,True,True,True
33.0,1.0,2223.0,0.0,12.0,404.0,Europa,TRAPPIST-1e,False,False,True,D,4,P,1,True,True,False,True,True
39.0,0.0,2344.0,0.0,65.0,6898.0,unknown,TRAPPIST-1e,False,False,False,A,0,P,2,False,True,False,True,True
13.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,A,0,P,2,False,False,False,False,False
24.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,25,P,1,False,False,False,False,False
29.0,0.0,0.0,0.0,699.0,74.0,Earth,TRAPPIST-1e,False,False,False,G,21,S,1,False,False,False,True,True
18.0,55.0,597.0,49.0,0.0,1.0,Earth,TRAPPIST-1e,False,False,False,F,27,P,1,True,True,True,False,True
67.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,27,S,1,False,False,False,False,False
35.0,701.0,0.0,296.0,0.0,25.0,Mars,TRAPPIST-1e,False,False,False,E,7,S,1,True,False,True,False,True
61.0,2353.0,334.0,9.0,316.0,2.0,Mars,TRAPPIST-1e,True,False,False,D,3,S,2,True,True,True,True,True
45.0,2103.0,6.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,E,8,S,2,True,True,False,False,False
22.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,22,S,1,False,False,False,False,False
19.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,29,S,2,False,False,False,False,False
36.0,2738.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,D,5,S,2,True,False,False,False,False
19.0,0.0,14.0,730.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,17,P,1,False,True,True,False,False
47.0,97.0,418.0,126.0,25.0,55.0,Earth,PSO J318.5-22,False,False,False,G,23,S,1,True,True,True,True,True
13.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,18,P,2,False,False,False,False,False
34.0,0.0,22.0,0.0,564.0,207.0,Earth,unknown,False,False,False,E,5,P,2,False,True,False,True,True
35.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,C,6,S,1,False,False,False,False,False
24.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,19,P,2,False,False,False,False,False
26.0,440.0,0.0,0.0,0.0,462.0,Earth,TRAPPIST-1e,False,False,False,F,29,P,2,True,False,False,False,True
31.0,0.0,0.0,97.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,30,P,1,False,False,True,False,False
20.0,0.0,420.0,210.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,F,31,S,1,False,True,True,False,False
56.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,25,S,1,False,False,False,False,False
50.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,26,S,1,False,False,False,False,False
42.0,1072.0,0.0,10.0,0.0,76.0,Mars,TRAPPIST-1e,False,False,False,F,31,P,1,True,False,True,False,True
27.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,True,G,27,S,1,False,False,False,False,False
38.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,False,G,20,P,1,False,False,False,False,False
41.0,0.0,0.0,0.0,0.0,607.0,Earth,unknown,False,False,False,F,32,P,1,False,False,False,False,True
22.0,4119.0,0.0,0.0,0.0,61.0,Earth,TRAPPIST-1e,False,False,False,G,22,P,1,True,False,False,False,True
26.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,B,8,P,2,False,False,False,False,False
17.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,B,8,P,2,False,False,False,False,False
57.0,50.0,1688.0,0.0,0.0,135.0,Earth,TRAPPIST-1e,False,False,True,G,28,S,2,True,True,False,False,True
17.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,G,28,S,2,False,False,False,False,False
35.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,37,P,1,False,False,False,False,False
13.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,35,S,2,False,False,False,False,False
27.0,1365.0,0.0,48.0,22.0,137.0,Mars,TRAPPIST-1e,False,False,False,F,35,S,2,True,False,True,True,True
31.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,23,P,1,False,False,False,False,False
24.0,0.0,0.0,0.0,221.0,567.0,Earth,TRAPPIST-1e,False,False,False,E,10,S,1,False,False,False,True,True
19.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,30,S,1,False,False,False,False,False
32.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,24,P,1,False,False,False,False,False
21.0,287.0,0.0,16.0,115.0,175.0,Earth,55 Cancri e,False,False,False,F,38,P,1,True,False,True,True,True
38.0,0.0,10346.0,1.0,14970.0,2111.0,Europa,TRAPPIST-1e,False,False,False,B,2,S,1,False,True,True,True,True
38.0,3414.0,0.0,161.0,28.0,119.0,Mars,TRAPPIST-1e,False,False,False,D,6,S,1,True,False,True,True,True
19.0,1.0,219.0,673.0,2.0,11.0,Earth,TRAPPIST-1e,False,False,True,G,26,P,3,True,True,True,True,True
0.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,26,P,3,False,False,False,False,False
3.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,26,P,3,False,False,False,False,False
20.0,0.0,0.0,3.0,299.0,92.0,Earth,TRAPPIST-1e,False,False,False,G,27,P,1,False,False,True,True,True
24.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,C,3,P,1,False,False,False,False,False
37.0,17.0,146.0,426.0,0.0,232.0,Earth,TRAPPIST-1e,False,False,True,F,36,S,1,True,True,True,False,True
25.0,62.0,0.0,0.0,0.0,956.0,Earth,TRAPPIST-1e,False,False,False,G,28,P,1,True,False,False,False,True
56.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,31,S,1,False,False,False,False,False
49.0,84.0,3.0,401.0,202.0,98.0,Earth,55 Cancri e,False,False,False,E,8,P,1,True,True,True,True,True
11.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,True,False,G,32,S,1,False,False,False,False,False
1.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,29,P,3,False,False,False,False,False
8.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,29,P,3,False,False,False,False,False
39.0,0.0,0.0,10.0,898.0,0.0,Earth,TRAPPIST-1e,False,False,False,G,29,P,3,False,False,True,True,False
2.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,41,P,3,False,False,False,False,False
23.0,0.0,0.0,8.0,1072.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,41,P,3,False,False,True,True,False
0.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,41,P,3,False,False,False,False,False
39.0,406.0,0.0,867.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,42,P,1,True,False,True,False,False
25.0,1052.0,0.0,719.0,0.0,7.0,Mars,PSO J318.5-22,False,False,False,D,5,P,1,True,False,True,False,True
36.0,0.0,972.0,0.0,795.0,575.0,Europa,TRAPPIST-1e,False,False,False,C,5,P,1,False,True,False,True,True
18.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,33,S,1,False,False,False,False,False
15.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,31,P,1,False,False,False,False,False
35.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,B,3,S,2,False,False,False,False,False
47.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,B,3,S,2,False,False,False,False,False
45.0,0.0,0.0,0.0,0.0,0.0,Europa,55 Cancri e,False,True,True,B,9,P,2,False,False,False,False,False
27.0,0.0,2433.0,0.0,878.0,443.0,Europa,55 Cancri e,False,False,True,A,2,P,2,False,True,False,True,True
51.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,C,8,S,1,False,False,False,False,False
29.0,0.0,2.0,66.0,0.0,705.0,Earth,TRAPPIST-1e,False,False,False,G,34,S,1,False,True,True,False,True
27.0,2.0,1720.0,12.0,1125.0,122.0,Europa,55 Cancri e,False,False,True,C,9,S,1,True,True,True,True,True
19.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,G,32,P,1,False,False,False,False,False
24.0,0.0,0.0,0.0,0.0,0.0,unknown,55 Cancri e,False,True,True,D,6,P,1,False,False,False,False,False
29.0,902.0,1.0,137.0,0.0,0.0,Mars,TRAPPIST-1e,False,False,True,F,44,P,3,True,True,True,False,False
11.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,44,P,3,False,False,False,False,False
17.0,848.0,0.0,307.0,182.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,44,P,3,True,False,True,True,False
13.0,192.0,0.0,0.0,51.0,739.0,Earth,TRAPPIST-1e,False,False,False,E,9,P,2,True,False,False,True,True
35.0,147.0,188.0,0.0,10.0,387.0,Earth,TRAPPIST-1e,False,False,False,F,45,P,2,True,True,False,True,True
21.0,367.0,281.0,0.0,0.0,146.0,Earth,TRAPPIST-1e,False,False,False,F,46,P,1,True,True,False,False,True
21.0,0.0,56.0,0.0,0.0,1918.0,Earth,55 Cancri e,False,False,False,F,40,S,1,False,True,False,False,True
38.0,1517.0,0.0,0.0,27.0,0.0,Earth,TRAPPIST-1e,False,False,False,F,47,P,1,True,False,False,True,False
19.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,36,P,1,False,False,False,False,False
2.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,37,P,7,False,False,False,False,False
0.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,True,G,37,P,7,False,False,False,False,False
13.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,False,G,37,P,7,False,False,False,False,False
25.0,122.0,84.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,False,E,10,P,7,True,True,False,False,False
16.0,0.0,3.0,0.0,0.0,1099.0,Earth,TRAPPIST-1e,False,False,False,F,48,P,7,False,True,False,False,True
1.0,0.0,0.0,0.0,0.0,0.0,Earth,55 Cancri e,False,False,False,G,37,P,7,False,False,False,False,False
15.0,0.0,0.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,True,True,G,37,P,7,False,False,False,False,False
21.0,2237.0,0.0,119.0,0.0,0.0,Mars,55 Cancri e,False,False,False,E,13,S,7,True,False,True,False,False
23.0,1215.0,80.0,1.0,2.0,0.0,Mars,TRAPPIST-1e,False,False,False,E,13,S,7,True,True,True,True,False
33.0,1933.0,12.0,188.0,1.0,0.0,Mars,TRAPPIST-1e,False,False,False,E,13,S,7,True,True,True,True,False
21.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,E,13,S,7,False,False,False,False,False
41.0,1230.0,0.0,301.0,43.0,1023.0,Mars,TRAPPIST-1e,False,False,False,E,13,S,7,True,False,True,True,True
16.0,915.0,0.0,221.0,234.0,0.0,Mars,TRAPPIST-1e,False,False,False,E,13,S,7,True,False,True,True,False
42.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,False,E,13,S,7,False,False,False,False,False
20.0,1406.0,0.0,0.0,11.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,41,S,3,True,False,False,True,False
24.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,41,S,3,False,False,False,False,False
16.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,E,14,S,3,False,False,False,False,False
21.0,0.0,2.0,665.0,0.0,9.0,Earth,TRAPPIST-1e,False,False,False,G,35,S,1,False,True,True,False,True
32.0,181.0,0.0,5.0,1634.0,0.0,Mars,TRAPPIST-1e,True,False,False,F,42,S,1,True,False,True,True,False
58.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,True,G,38,P,1,False,False,False,False,False
24.0,4.0,7.0,0.0,713.0,79.0,Earth,TRAPPIST-1e,False,False,False,F,43,S,1,True,True,False,True,True
30.0,85.0,0.0,1.0,1720.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,44,S,1,True,False,True,True,False
27.0,0.0,0.0,0.0,0.0,0.0,Earth,PSO J318.5-22,False,True,False,G,36,S,1,False,False,False,False,False
32.0,56.0,0.0,256.0,1438.0,0.0,Mars,TRAPPIST-1e,False,False,False,F,45,S,1,True,False,True,True,False
43.0,0.0,888.0,0.0,0.0,0.0,Earth,TRAPPIST-1e,False,False,False,F,50,P,1,False,True,False,False,False
42.0,0.0,0.0,0.0,0.0,0.0,Europa,TRAPPIST-1e,False,True,True,B,11,P,1,False,False,False,False,False
37.0,637.0,0.0,0.0,92.0,319.0,Mars,TRAPPIST-1e,False,False,False,G,734,S,1,True,False,False,True,True
35.0,0.0,0.0,0.0,0.0,0.0,Mars,TRAPPIST-1e,False,True,True,F,52,P,1,False,False,False,False,False
18.0,313.0,1.0,691.0,283.0,0.0,unknown,TRAPPIST-1e,False,False,False,F,46,S,1,True,True,True,True,False
